protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cpf_cnpj_proponente;valor_proposta;situacao_proposta
Doc. 09354/19;00011/2019;Pregao Presencial;201214;300.000,00;2019;49013210001-18;20.500.000,00;Vencedora
Doc. 09354/19;00011/2019;Pregao Presencial;201214;4.800.000,00;2019;355881020001-54;31.000.000,00;Vencedora
Doc. 09356/19;00012/2019;Pregao Presencial;201214;300.000,00;2019;354278480001-86;5.195.000,00;Vencedora
Doc. 09364/20;00011/2020;Pregao Presencial;201158;2.610.900,00;2020;34660200001-40;58.411.980,00;Vencedora
Doc. 09364/20;00011/2020;Pregao Presencial;201158;22.800.000,00;2020;49061560001-97;40.662.265,00;Perdedora
Doc. 09364/20;00011/2020;Pregao Presencial;201158;4.800.000,00;2020;141184550001-10;54.727.503,00;Perdedora
Doc. 09364/20;00011/2020;Pregao Presencial;201158;2.610.900,00;2020;171845950001-85;61.000.448,00;Vencedora
Doc. 09369/20;00020/2020;Pregao Presencial;201127;15.605.619,00;2020;44516260001-75;4.030.199,00;Vencedora
Doc. 09369/20;00020/2020;Pregao Presencial;201127;15.605.619,00;2020;77885100001-14;5.422.863,00;Vencedora
Doc. 09369/20;00020/2020;Pregao Presencial;201127;3.749.000,00;2020;81602900001-42;5.950.283,00;Vencedora
Doc. 09369/20;00020/2020;Pregao Presencial;201127;3.749.000,00;2020;110542420001-84;5.263.335,00;Perdedora
Doc. 09369/20;00020/2020;Pregao Presencial;201127;15.605.619,00;2020;168260430001-60;5.631.985,00;Vencedora
Doc. 09375/19;00013/2019;Pregao Presencial;201214;300.000,00;2019;353563690001-16;48.384.756,00;Vencedora
Doc. 09377/20;00021/2020;Pregao Presencial;201127;960.000,00;2020;107466260002-86;3.200.000,00;Vencedora
Doc. 09391/21;00002/2021;Chamada Publica;601047;3.284.964,00;2021;73156870001-01;15.327.115,00;Vencedora
Doc. 09407/21;00009/2021;Pregao Eletronico;201214;5.877.364,00;2021;57469400001-48;5.600.000,00;Vencedora
Doc. 09438/21;00005/2021;Pregao Presencial;201219;5.877.364,00;2021;35008300001-76;5.100.000,00;Vencedora
Doc. 09449/20;00003/2020;Pregao Presencial;201039;14.220.000,00;2020;49494940001-06;34.979.020,00;Vencedora
Doc. 09449/20;00003/2020;Pregao Presencial;201039;14.220.000,00;2020;143713180001-93;19.811.440,00;Vencedora
Doc. 09449/20;00003/2020;Pregao Presencial;201039;14.220.000,00;2020;193094950001-63;18.992.060,00;Vencedora
Doc. 09453/20;00005/2020;Pregao Presencial;201039;40.651.440,00;2020;49494940001-06;8.814.420,00;Vencedora
Doc. 09453/20;00005/2020;Pregao Presencial;201039;1.000.000,00;2020;131318760001-19;7.743.450,00;Vencedora
Doc. 09453/20;00005/2020;Pregao Presencial;201039;14.220.000,00;2020;143713180001-93;7.839.810,00;Vencedora
Doc. 09455/19;00002/2019;Tomada de Precos;201163;11.062.960,00;2019;78609290001-30;31.090.677,00;Vencedora
Doc. 09460/20;00005/2020;Pregao Presencial;201180;5.272.130,00;2020;8253990001-40;12.210.000,00;Vencedora
Doc. 09460/21;00004/2021;Pregao Presencial;201026;5.877.364,00;2021;261569230001-20;2.947.500,00;Vencedora
Doc. 09460/21;00004/2021;Pregao Presencial;201026;5.877.364,00;2021;326116350001-11;1.012.500,00;Vencedora
Doc. 09492/20;00002/2020;Pregao Presencial;201008;7.070.750,00;2020;409793200003-11;57.000.000,00;Vencedora
Doc. 09501/19;00010/2019;Pregao Presencial;201030;11.062.960,00;2019;21863410001-29;15.026.450,00;Perdedora
Doc. 09501/19;00010/2019;Pregao Presencial;201030;15.869.000,00;2019;44623260001-91;26.008.000,00;Vencedora
Doc. 09501/19;00010/2019;Pregao Presencial;201030;300.000,00;2019;92158070001-16;28.011.000,00;Vencedora
Doc. 09501/19;00010/2019;Pregao Presencial;201030;8.580.000,00;2019;310682800001-01;15.151.465,00;Vencedora
Doc. 09501/20;00007/2020;Pregao Presencial;201164;11.082.600,00;2020;49061560001-97;2.820.872,00;Vencedora
Doc. 09501/20;00007/2020;Pregao Presencial;201164;7.070.750,00;2020;59603100001-71;5.449.580,00;Vencedora
Doc. 09501/20;00007/2020;Pregao Presencial;201164;2.253.905,00;2020;289238900001-22;6.909.610,00;Vencedora
Doc. 09501/20;00007/2020;Pregao Presencial;201164;3.705.100,00;2020;335380900001-28;6.526.260,00;Vencedora
Doc. 09501/21;00006/2021;Pregao Presencial;201009;5.877.364,00;2021;107466260001-03;4.300.000,00;Vencedora
Doc. 09504/20;00008/2020;Pregao Presencial;201164;69.719.000,00;2020;198355420001-02;26.473.066,00;Vencedora
Doc. 09505/20;00013/2020;Pregao Presencial;201172;69.719.000,00;2020;93237450001-66;25.288.910,00;Vencedora
Doc. 09505/20;00013/2020;Pregao Presencial;201172;69.719.000,00;2020;241149940001-35;8.017.000,00;Vencedora
Doc. 09506/19;00011/2019;Pregao Presencial;201030;15.869.000,00;2019;51630750001-07;23.444.720,00;Vencedora
Doc. 09506/19;00011/2019;Pregao Presencial;201030;300.000,00;2019;283025340001-91;21.174.170,00;Vencedora
Doc. 09506/19;00011/2019;Pregao Presencial;201030;15.869.000,00;2019;293142710001-01;28.439.350,00;Vencedora
Doc. 09508/20;00009/2020;Pregao Presencial;201164;22.129.290,00;2020;245341260001-04;5.560.000,00;Vencedora
Doc. 09510/20;00014/2020;Pregao Presencial;201172;38.724.731,00;2020;112282150001-80;43.411.186,00;Vencedora
Doc. 09514/20;00015/2020;Pregao Presencial;201172;9.360.000,00;2020;89668950001-25;37.153.950,00;Vencedora
Doc. 09516/19;00010/2019;Pregao Presencial;201091;21.600.000,00;2019;184478370001-49;4.259.000,00;Vencedora
Doc. 09516/19;00010/2019;Pregao Presencial;201091;2.420.000,00;2019;288842190001-10;6.850.000,00;Perdedora
Doc. 09518/20;00005/2020;Pregao Presencial;201166;9.360.000,00;2020;69487690002-01;2.404.200,00;Vencedora
Doc. 09520/19;00010/2019;Pregao Presencial;601091;62.685.002,00;2019;184478370001-49;4.259.000,00;Vencedora
Doc. 09520/19;00010/2019;Pregao Presencial;601091;62.685.002,00;2019;288842190001-10;6.850.000,00;Perdedora
Doc. 09527/20;00006/2020;Pregao Presencial;201166;9.360.000,00;2020;29773620001-62;13.272.450,00;Vencedora
Doc. 09527/20;00006/2020;Pregao Presencial;201166;9.000.000,00;2020;81602900001-42;1.253.550,00;Vencedora
Doc. 09527/20;00006/2020;Pregao Presencial;201166;220.586.205,00;2020;87782010001-26;8.064.500,00;Vencedora
Doc. 09531/19;00011/2019;Pregao Presencial;601091;62.685.002,00;2019;81959540001-09;7.000.000,00;Vencedora
Doc. 09531/19;00011/2019;Pregao Presencial;601091;62.685.002,00;2019;288842190001-10;7.700.000,00;Perdedora
Doc. 09538/19;00011/2019;Pregao Presencial;201091;62.685.002,00;2019;81959540001-09;7.000.000,00;Vencedora
Doc. 09538/19;00011/2019;Pregao Presencial;201091;62.685.002,00;2019;288842190001-10;7.700.000,00;Perdedora
Doc. 09551/19;00007/2019;Pregao Presencial;201122;62.685.002,00;2019;78260280001-21;3.600.000,00;Vencedora
Doc. 09551/19;00007/2019;Pregao Presencial;201122;62.685.002,00;2019;313190040001-60;38.085.600,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;62.685.002,00;2019;195390470001-56;2.015.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;195593130001-02;2.015.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;62.685.002,00;2019;197581770001-80;2.480.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;199171950001-67;4.520.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;199177530001-94;2.500.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;223322140001-06;3.250.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;62.685.002,00;2019;224138150001-35;2.080.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;300.000,00;2019;237702020001-18;3.065.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;62.685.002,00;2019;241098420001-44;1.950.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;292453690001-46;2.700.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;62.685.002,00;2019;326097190001-10;2.480.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;326125550001-80;3.220.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;62.685.002,00;2019;326329360001-21;2.905.000,00;Vencedora
Doc. 09555/19;00001/2019;Chamada Publica;601091;42.486.180,00;2019;327232380001-31;2.480.000,00;Vencedora
Doc. 09555/21;00013/2021;Pregao Presencial;201208;8.380.000,00;2021;168426880001-97;4.200.000,00;Vencedora
Doc. 09555/21;00013/2021;Pregao Presencial;201208;5.877.364,00;2021;195330150001-43;37.920.000,00;Perdedora
Doc. 09555/21;00013/2021;Pregao Presencial;201208;5.877.364,00;2021;216363410001-28;32.400.000,00;Perdedora
Doc. 09555/21;00013/2021;Pregao Presencial;201208;5.877.364,00;2021;375667900001-87;23.400.000,00;Perdedora
Doc. 09555/21;00013/2021;Pregao Presencial;201208;2.333.900,00;2021;407369470001-80;4.200.000,00;Vencedora
Doc. 09555/21;00013/2021;Pregao Presencial;201208;5.877.364,00;2021;408863310001-95;4.200.000,00;Vencedora
Doc. 09561/20;00006/2020;Pregao Presencial;201072;15.984.257,00;2020;224456150001-64;18.268.200,00;Vencedora
Doc. 09562/20;00003/2020;Tomada de Precos;201128;15.984.257,00;2020;157058600001-06;33.865.467,00;Vencedora
Doc. 09567/19;00003/2019;Pregao Presencial;601055;42.486.180,00;2019;108317010001-26;13.350.000,00;Vencedora
Doc. 09574/19;00006/2019;Pregao Presencial;201122;42.486.180,00;2019;268043770006-00;3.600.000,00;Vencedora
Doc. 09586/20;00010/2020;Pregao Presencial;201059;4.256.119,00;2020;21105990001-41;3.900.000,00;Vencedora
Doc. 09586/20;00010/2020;Pregao Presencial;201059;2.193.300,00;2020;137545270001-53;10.280.000,00;Vencedora
Doc. 09594/20;00003/2020;Pregao Presencial;201104;266.409.246,00;2020;128264680001-19;63.037.093,00;Vencedora
Doc. 09595/19;00005/2019;Pregao Presencial;201122;48.961.490,00;2019;40646410001-60;1.919.040,00;Vencedora
Doc. 09595/19;00005/2019;Pregao Presencial;201122;48.961.490,00;2019;81602900001-42;825.140,00;Vencedora
Doc. 09595/19;00005/2019;Pregao Presencial;201122;42.486.180,00;2019;109060800002-83;825.050,00;Vencedora
Doc. 09595/19;00005/2019;Pregao Presencial;201122;220.000,00;2019;153612280001-84;2.724.370,00;Vencedora
Doc. 09595/19;00005/2019;Pregao Presencial;201122;48.961.490,00;2019;634788950001-94;734.340,00;Vencedora
Doc. 09598/19;00002/2019;Dispensa (Art. 24 - Lei 8.666/93);201137;48.961.490,00;2019;180089000001-40;1.750.000,00;Vencedora
Doc. 09612/19;00013/2019;Pregao Presencial;201114;48.961.490,00;2019;127257640001-23;8.843.607,00;Vencedora
Doc. 09612/19;00013/2019;Pregao Presencial;201114;48.961.490,00;2019;186021040001-31;39.695.030,00;Vencedora
Doc. 09612/20;00008/2020;Pregao Presencial;201032;38.164.318,00;2020;306247940001-25;22.840.000,00;Vencedora
Doc. 09639/19;00006/2019;Pregao Presencial;201118;26.455.000,00;2019;268977060001-91;11.380.000,00;Vencedora
Doc. 09644/20;00001/2020;Tomada de Precos;101151;22.056.082,00;2020;78449610001-21;2.983.500,00;Vencedora
Doc. 09647/20;00002/2020;Pregao Presencial;201199;22.056.082,00;2020;286767120001-44;21.000.000,00;Vencedora
Doc. 09658/20;00003/2020;Tomada de Precos;201127;69.420.199,00;2020;143131650001-28;34.219.951,00;Vencedora
Doc. 09658/20;00003/2020;Tomada de Precos;201127;69.420.199,00;2020;316152950001-34;34.941.778,00;Perdedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;26.455.000,00;2019;17222960001-17;2.467.656,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;26.455.000,00;2019;29111930001-68;18.129.090,00;Perdedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;26.455.000,00;2019;32465870001-01;2.016.596,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;25.602.352,00;2019;43630210001-22;38.000,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;26.455.000,00;2019;108317010001-26;11.373.704,00;Perdedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;2.210.000,00;2019;123053870001-73;2.175.856,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;25.602.352,00;2019;152185610001-39;444.204,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;26.455.000,00;2019;224656400001-00;1.222.714,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;2.210.000,00;2019;261569230001-20;1.052.050,00;Vencedora
Doc. 09683/19;00003/2019;Pregao Presencial;601107;26.455.000,00;2019;701043440001-26;646.572,00;Vencedora
Doc. 09683/20;00002/2020;Inexigibilidade;201155;69.420.199,00;2020;73847770001-46;6.600.000,00;Vencedora
Doc. 09684/20;00003/2020;Pregao Presencial;201083;69.420.199,00;2020;286944230001-78;8.070.000,00;Vencedora
Doc. 09709/19;00006/2019;Pregao Presencial;201146;20.561.000,00;2019;34676840001-24;36.150.780,00;Vencedora
Doc. 09709/19;00006/2019;Pregao Presencial;201146;20.561.000,00;2019;317115950001-17;42.587.200,00;Vencedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;9775820001-60;8.879.000,00;Perdedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;48264240001-60;8.295.800,00;Perdedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;70461640001-07;5.971.200,00;Vencedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;71900900001-70;6.092.700,00;Perdedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;73587100001-37;6.422.000,00;Vencedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;153481420001-11;5.630.800,00;Vencedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;191250030001-80;8.207.000,00;Vencedora
Doc. 09718/19;00007/2019;Pregao Presencial;201146;20.561.000,00;2019;222266280001-42;6.069.000,00;Perdedora
Doc. 09729/20;00009/2020;Pregao Presencial;201219;69.420.199,00;2020;180447110001-23;62.302.624,00;Perdedora
Doc. 09729/20;00009/2020;Pregao Presencial;201219;69.420.199,00;2020;192118440001-00;53.124.613,00;Vencedora
Doc. 09729/20;00009/2020;Pregao Presencial;201219;69.420.199,00;2020;326533860001-27;35.757.446,00;Perdedora
Doc. 09744/19;00001/2019;Chamada Publica;201019;20.561.000,00;2019;171275190001-38;1;Vencedora
Doc. 09751/20;00010/2020;Pregao Presencial;201075;1.776.000,00;2020;38841410001-02;42.163.880,00;Vencedora
Doc. 09751/20;00010/2020;Pregao Presencial;201075;737.800,00;2020;83700390001-02;47.994.642,00;Vencedora
Doc. 09751/20;00010/2020;Pregao Presencial;201075;450.000,00;2020;118201460001-08;33.290.739,00;Perdedora
Doc. 09751/20;00010/2020;Pregao Presencial;201075;150.000,00;2020;171381310001-32;52.538.838,00;Vencedora
Doc. 09751/20;00010/2020;Pregao Presencial;201075;112.584.853,00;2020;195942190001-94;37.678.260,00;Perdedora
Doc. 09751/20;00010/2020;Pregao Presencial;201075;1.455.000,00;2020;329251680001-02;36.926.500,00;Perdedora
Doc. 09751/21;00001/2021;Tomada de Precos;101050;2.333.900,00;2021;27737230001-59;50.000.000,00;Vencedora
Doc. 09762/19;00009/2019;Pregao Presencial;201114;20.561.000,00;2019;33857430001-15;22.056.500,00;Vencedora
Doc. 09771/19;00008/2019;Pregao Presencial;201086;20.561.000,00;2019;324326690001-49;9.122.000,00;Vencedora
Doc. 09773/19;00010/2019;Pregao Presencial;201086;20.561.000,00;2019;324502680001-11;4.556.000,00;Vencedora
Doc. 09776/21;60101/2021;Pregao Presencial;101212;13.453.700,00;2021;107466260001-03;5.400.000,00;Vencedora
Doc. 09777/21;60201/2021;Pregao Presencial;101212;13.453.700,00;2021;124828030001-09;7.680.000,00;Vencedora
Doc. 09782/19;00002/2019;Pregao Presencial;201113;20.561.000,00;2019;274170810001-86;10.338.000,00;Vencedora
Doc. 09783/19;00003/2019;Pregao Presencial;201113;20.561.000,00;2019;29111930001-68;20.675.930,00;Vencedora
Doc. 09783/19;00003/2019;Pregao Presencial;201113;14.540.000,00;2019;39655170001-03;22.020.180,00;Vencedora
Doc. 09783/19;00003/2019;Pregao Presencial;201113;64.775.000,00;2019;81602900001-42;19.912.730,00;Vencedora
Doc. 09783/19;00003/2019;Pregao Presencial;201113;20.561.000,00;2019;224656400001-00;5.797.213,00;Perdedora
Doc. 09783/19;00003/2019;Pregao Presencial;201113;58.432.500,00;2019;286753310001-40;17.145.931,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;16.450.000,00;2020;46791190001-93;35.450,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;6.602.235,00;2020;59228110001-63;2.038.000,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;5.340.000,00;2020;94780230001-80;711.558,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;4.248.000,00;2020;127109160001-14;1.900.000,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;300.000,00;2020;130354590001-72;1.180.000,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;6.602.235,00;2020;168260430001-60;518.450,00;Vencedora
Doc. 09804/20;00006/2020;Pregao Presencial;201155;300.000,00;2020;268891810001-42;263.000,00;Vencedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;18.336.000,00;2020;24014210001-50;4.559.010,00;Vencedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;2.637.000,00;2020;70461640001-07;4.250.410,00;Vencedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;300.000,00;2020;138855160001-02;6.633.940,00;Perdedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;300.000,00;2020;275455830001-92;5.968.350,00;Perdedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;14.232.000,00;2020;299030190001-20;4.185.010,00;Perdedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;14.232.000,00;2020;327593320001-40;7.242.214,00;Perdedora
Doc. 09822/20;00014/2020;Pregao Presencial;201178;300.000,00;2020;327899700001-04;9.816.358,00;Perdedora
Doc. 09827/20;01009/2019;Pregao Presencial;601135;2.637.000,00;2019;103632350001-00;16.000.000,00;Perdedora
Doc. 09827/20;01009/2019;Pregao Presencial;601135;2.637.000,00;2019;199156920001-26;19.800.000,00;Perdedora
Doc. 09827/20;01009/2019;Pregao Presencial;601135;2.637.000,00;2019;211982820001-53;46.000.000,00;Vencedora
Doc. 09828/20;00003/2020;Tomada de Precos;201155;2.637.000,00;2020;102910980001-37;50.585.190,00;Vencedora
Doc. 09834/20;00004/2020;Tomada de Precos;201155;2.637.000,00;2020;120969590001-51;7.295.509,00;Vencedora
Doc. 09836/19;00013/2019;Pregao Presencial;201075;17.266.985,00;2019;87447680001-81;20.945.600,00;Vencedora
Doc. 09837/19;00005/2019;Pregao Presencial;601075;17.266.985,00;2019;38841410001-02;5.395.400,00;Vencedora
Doc. 09842/20;00001/2020;Tomada de Precos;201041;2.637.000,00;2020;74790300001-71;7.365.800,00;Vencedora
Doc. 09846/20;00001/2020;Pregao Presencial;101095;399.192.000,00;2020;54592380001-01;9.540.000,00;Vencedora
Doc. 09846/20;00001/2020;Pregao Presencial;101095;2.637.000,00;2020;165019160001-65;8.523.000,00;Perdedora
Doc. 09846/20;00001/2020;Pregao Presencial;101095;300.000,00;2020;189954570001-49;7.715.250,00;Perdedora
Doc. 09846/20;00001/2020;Pregao Presencial;101095;399.192.000,00;2020;199189050001-73;9.270.000,00;Perdedora
Doc. 09852/19;00003/2019;Inexigibilidade;201188;17.266.985,00;2019;49978990001-10;6.000.000,00;Vencedora
Doc. 09863/20;00013/2020;Pregao Presencial;201030;399.192.000,00;2020;21863410001-29;11.734.862,00;Perdedora
Doc. 09863/20;00013/2020;Pregao Presencial;201030;399.192.000,00;2020;39954520001-49;13.725.471,00;Perdedora
Doc. 09863/20;00013/2020;Pregao Presencial;201030;399.192.000,00;2020;44623260001-91;21.302.150,00;Vencedora
Doc. 09865/20;00005/2020;Pregao Presencial;201018;399.192.000,00;2020;700975300011-57;6.800.000,00;Vencedora
Doc. 09870/20;00009/2020;Pregao Presencial;201109;399.192.000,00;2020;81602900001-42;34.325.100,00;Vencedora
Doc. 09870/20;00009/2020;Pregao Presencial;201109;399.192.000,00;2020;86747520001-40;27.773.900,00;Vencedora
Doc. 09870/20;00009/2020;Pregao Presencial;201109;4.460.900,00;2020;87782010001-26;24.019.600,00;Vencedora
Doc. 09870/20;00009/2020;Pregao Presencial;201109;4.460.900,00;2020;152185610001-39;50.358.200,00;Vencedora
Doc. 09870/20;00009/2020;Pregao Presencial;201109;1.000.000,00;2020;185882240001-21;25.235.100,00;Vencedora
Doc. 09872/21;00003/2021;Inexigibilidade;201120;13.453.700,00;2021;172621530001-00;8.400.000,00;Vencedora
Doc. 09874/19;00001/2019;Pregao Presencial;101082;1.788.000,00;2019;189674380001-09;3.468.400,00;Vencedora
