,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,cast,keywords,director
369,0,"['Drama', 'Adventure', 'Comedy']",http://wilderpeople.film,371645,tt4698684,en,Hunt for the Wilderpeople,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",9.259371,2016-03-31,0.0,101.0,Released,Nature just got gangster,Hunt for the Wilderpeople,False,7.8,453.0,"['Sam Neill', 'Julian Dennison', 'Rima Te Wiata']",['new zealand'],Taika Waititi
370,7000000,['Drama'],http://www.foxsearchlight.com/gifted/,400928,tt4481414,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",16.025911,2017-04-12,37461045.0,101.0,Released,,Gifted,False,7.7,549.0,"['Chris Evans', 'Mckenna Grace', 'Lindsay Duncan']","['cat', 'intellectually gifted', 'child prodigy']",Marc Webb
371,41677699,"['Animation', 'Family']",,12429,tt0876563,ja,崖の上のポニョ,"The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",8.470945,2008-07-19,187479518.0,100.0,Released,Welcome To A World Where Anything Is Possible.,Ponyo,False,7.5,953.0,"['Yuria Nara', 'Hiroki Doi', 'George Tokoro']","['mother', 'fish', 'cliff']",Hayao Miyazaki
372,60000000,"['Action', 'Drama', 'Mystery']",http://www.universalstudiosentertainment.com/the-bourne-identity/,2501,tt0258463,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",21.040126,2002-06-14,214034224.0,119.0,Released,He was the perfect weapon until he became the target.,The Bourne Identity,False,7.3,3640.0,"['Matt Damon', 'Franka Potente', 'Chris Cooper']","['paris', 'barcelona spain', 'assassin']",Doug Liman
373,0,"['Drama', 'Thriller']",,11878,tt0055630,ja,用心棒,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",10.313688,1961-04-25,0.0,110.0,Released,Better if all these men were dead. Think about it!,Yojimbo,False,8.0,334.0,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa']","['japan', 'swordplay', 'samurai']",Akira Kurosawa
374,11000000,"['Romance', 'Drama']",,1587,tt0108550,en,What's Eating Gilbert Grape,"Gilbert has to care for his brother Arnie and his obese mother, which gets in the way when love walks into his life.",10.3919,1993-12-17,10032765.0,118.0,Released,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,False,7.5,943.0,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis']","['brother brother relationship', 'mentally disabled', 'iowa']",Lasse Hallström
375,53000000,"['Animation', 'Family']",,9444,tt0118617,en,Anastasia,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",11.911173,1997-11-20,139804348.0,94.0,Released,Discover the Adventure Behind the Greatest Mystery of Our Time.,Anastasia,False,7.4,1481.0,"['Meg Ryan', 'John Cusack', 'Christopher Lloyd']","['tzar', 'musical', 'russian revolution']",Gary Goldman
376,150000000,"['Adventure', 'Animation', 'Family']",http://movies.disney.com/moana,277834,tt3521164,en,Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",9.143457,2016-11-23,643034466.0,107.0,Released,The ocean is calling.,Moana,False,7.3,3471.0,"[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House']","['ocean', 'sailboat', 'mythology']",Ron Clements
377,30000000,['Science Fiction'],http://www.d-9.com/,17654,tt1136608,en,District 9,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",11.589835,2009-08-05,210819611.0,112.0,Released,You are not welcome here.,District 9,False,7.3,3451.0,"['Sharlto Copley', 'Jason Cope', 'Nathalie Boltt']","['slum', 'street gang', 'mutation']",Neill Blomkamp
378,1800000,"['Crime', 'Drama', 'Thriller']",,968,tt0072890,en,Dog Day Afternoon,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,7.530126,1975-08-11,46665856.0,125.0,Released,The most bizarre bank siege ever,Dog Day Afternoon,False,7.6,685.0,"['Al Pacino', 'John Cazale', 'Charles Durning']","['bank', 'hostage', 'police']",Sidney Lumet
379,150000000,"['Fantasy', 'Drama', 'Thriller']",http://www.benjaminbutton.com/,4922,tt0421715,en,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",17.934821,2008-11-24,333932083.0,166.0,Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,False,7.3,3398.0,"['Cate Blanchett', 'Brad Pitt', 'Tilda Swinton']","['diary', 'navy', 'funeral']",David Fincher
380,10500000,"['Science Fiction', 'Adventure', 'Family']",http://www.et20.com/,601,tt0083866,en,E.T. the Extra-Terrestrial,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",19.358546,1982-04-03,792965326.0,115.0,Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,False,7.3,3359.0,"['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton']","['farewell', 'homesickness', 'nasa']",Steven Spielberg
381,12000000,"['Crime', 'Drama']",,5924,tt0070511,en,Papillon,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",15.698433,1973-12-13,53267000.0,151.0,Released,The greatest adventure of escape!,Papillon,False,7.8,445.0,"['Steve McQueen', 'Dustin Hoffman', 'Victor Jory']","['prison', 'escape from prison', ""devil's island""]",Franklin J. Schaffner
382,15000000,"['Comedy', 'Drama', 'Crime']",http://www.filminfocus.com/film/in_bruges,8321,tt0780536,en,In Bruges,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.",9.895652,2008-02-08,34533783.0,107.0,Released,Shoot first. Sightsee later.,In Bruges,False,7.4,1414.0,"['Colin Farrell', 'Brendan Gleeson', 'Ralph Fiennes']","['bruges belgium', 'town square', 'vietnamese']",Martin McDonagh
383,3200000,"['Horror', 'Drama', 'Mystery']",,805,tt0063522,en,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,11.504558,1968-06-12,33395426.0,136.0,Released,Pray for Rosemary's Baby,Rosemary's Baby,False,7.5,892.0,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon']","['anti-christ', 'contemporary setting', 'laundry']",Roman Polanski
384,0,"['Fantasy', 'Animation', 'Drama']",,14069,tt0808506,ja,時をかける少女,"When 17-year-old Makoto Konno gains the ability to, quite literally, ""leap"" backwards through time, she immediately sets about improving her grades and preventing personal mishaps. However, she soon realises that changing the past isn't as simple as it seems, and eventually, will have to rely on her new powers to shape the future of herself and her friends.",12.430158,2006-07-15,3800000.0,98.0,Released,,The Girl Who Leapt Through Time,False,7.8,435.0,"['Riisa Naka', 'Takuya Ishida', 'Mitsutaka Itakura']","['time travel', 'love', 'surrealism']",Mamoru Hosoda
385,375000,"['Mystery', 'Crime', 'Thriller']",,963,tt0033870,en,The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",5.782544,1941-11-18,1000000.0,100.0,Released,A story as EXPLOSIVE as his BLAZING automatics!,The Maltese Falcon,False,7.8,435.0,"['Humphrey Bogart', 'Mary Astor', 'Gladys George']","['san francisco', 'detective', 'loss of husband']",John Huston
386,70000000,"['Action', 'Drama', 'Mystery']",http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503,tt0440963,en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",18.173269,2007-08-03,442824138.0,115.0,Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,False,7.3,2938.0,"['Matt Damon', 'Julia Stiles', 'David Strathairn']","['paris', 'corruption', 'madrid']",Paul Greengrass
387,27000000,"['Drama', 'Thriller', 'Crime']",,186,tt0425210,en,Lucky Number Slevin,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.",11.15092,2006-02-24,56308881.0,110.0,Released,Wrong Time. Wrong Place. Wrong Number.,Lucky Number Slevin,False,7.4,1356.0,"['Josh Hartnett', 'Bruce Willis', 'Lucy Liu']","['assassination', 'assassin', 'identity']",Paul McGuigan
388,53000000,"['Crime', 'Drama']",,4133,tt0221027,en,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",12.332223,2001-04-04,83282296.0,124.0,Released,Based on a True Story.,Blow,False,7.4,1352.0,"['Johnny Depp', 'Penélope Cruz', 'Ethan Suplee']","['1970s', 'war on drugs', 'drug addiction']",Ted Demme
389,52500000,"['Drama', 'Music', 'Romance']",,824,tt0203009,en,Moulin Rouge!,"A celebration of love and creative inspiration takes place in the infamous, gaudy and glamorous Parisian nightclub, at the cusp of the 20th century. A young poet, who is plunged into the heady world of Moulin Rouge, begins a passionate affair with the club's most notorious and beautiful star.",13.691781,2001-03-09,179213434.0,127.0,Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,False,7.4,1348.0,"['Nicole Kidman', 'Ewan McGregor', 'John Leguizamo']","['duke', 'musical', ""writer's block""]",Baz Luhrmann
